doi,parent_name,raw_affiliation_string,fak_name,dept_name
10.1002/cphc.202400129,Carl von Ossietzky Universität Oldenburg,Institute of Physics Carl von Ossietzky Universität Oldenburg  Ammerländer Heerstr. 114–118 26129 Oldenburg Germany,Fakultät V - Mathematik und Naturwissenschaften,Institut für Physik (IFP)
10.1038/s41598-021-94426-8,Carl von Ossietzky Universität Oldenburg,"Research Center Neurosensory Science, Carl-von-Ossietzky Universität Oldenburg, Oldenburg, Germany",Forschungszentrum Neurosensorik,
10.1177/23312165221134378,Carl von Ossietzky Universität Oldenburg,"Cluster of Excellence “Hearing 4 All”, University of Oldenburg, Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department Medizinische Physik und Akustik
10.1016/j.clineuro.2024.108605,Carl von Ossietzky Universität Oldenburg,"Department of Neurosurgery and Spine Surgery, Evangelisches Krankenhaus Oldenburg, Steinweg 13, Oldenburg 26122, Germany. Electronic address: maryam.said@evangelischeskrankenhaus.de",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Humanmedizin
10.1186/s12877-023-04204-6,Carl von Ossietzky Universität Oldenburg,"Department of Health Services Research, Junior research group ""nutrition and physical function in older adults"", Carl von Ossietzky University Oldenburg, Ammerländer Heerstr. 114, Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Versorgungsforschung
10.1055/s-0044-1784881,Carl von Ossietzky Universität Oldenburg,"Carl-von-Ossietzky-Universität Oldenburg, Cluster of Excellence &quot;Hearing4all&quot;, Oldenburg",Fakultät VI - Medizin und Gesundheitswissenschaften,Department Medizinische Physik und Akustik
10.1109/taslp.2024.3473315,Carl von Ossietzky Universität Oldenburg,"H&#x00F6;rzentrum Oldenburg gGmbH and the Cluster of Excellence &#x201C;Hearing4all&#x201D;, Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department Medizinische Physik und Akustik
10.1055/s-0044-1790074,Carl von Ossietzky Universität Oldenburg,"Carl von Ossietzky Universität Oldenburg, Klinikum Oldenburg AöR, Allgemein – und Viszeralchirurgie, Oldenburg, Deutschland",Universitätsmedizin Oldenburg,
10.1140/epjd/s10053-022-00520-5,Carl von Ossietzky Universität Oldenburg,"Research Centre for Neurosensory Sciences, Carl von Ossietzky University of Oldenburg, Carl-von-Ossietzky Straße 9-11, 26111, Oldenburg, Germany",Forschungszentrum Neurosensorik,
10.1111/ele.13984,Carl von Ossietzky Universität Oldenburg,"Institute for Chemistry and Biology of Marine Environments [ICBM], Carl-von-Ossietzky University, Oldenburg, Germany",Fakultät V - Mathematik und Naturwissenschaften,Institut für Chemie (IfC)
10.3389/fendo.2023.1191138,Carl von Ossietzky Universität Oldenburg,"Division of Health Economics, Department of Health Services Research, Carl von Ossietzky University of Oldenburg, Oldenburg, Germany",Fakultät VI - Medizin und Gesundheitswissenschaften,Department für Versorgungsforschung
