doi,parent_name,raw_affiliation_string,fak_name,dept_name,validation,comment 
10.31751/p.326,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien Hannover",,,TRUE,
10.12688/openreseurope.13277.2,"Hochschule für Musik, Theater und Medien Hannover",". Hanover University of Music, Drama and Media, Hanover, Germany",,,TRUE,
10.1001/jamanetworkopen.2022.3236,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musicians' Medicine, Hannover University of Music, Drama and Media, Hannover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.1080/1461670x.2021.1889398,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research, HMTM Hannover, Hannover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.31751/p.168,"Hochschule für Musik, Theater und Medien Hannover","Hanover University of Music, Drama and Media",,,TRUE,
10.1027/2512-8442/a000092,"Hochschule für Musik, Theater und Medien Hannover","Elena Link, Department of Journalism and 						Communication Research, Hanover University of Music, 						Drama and Media, Expo Plaza 12, 						30539 Hannover, Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.1007/s00702-024-02845-4,"Hochschule für Musik, Theater und Medien Hannover","Institute of Music Physiology and Musicians' Medicine, University of Music, Drama and Media, Hannover, Germany",Institut für Musikphysiologie und Musikermedizin,,TRUE,
10.31751/p.126,"Hochschule für Musik, Theater und Medien Hannover","Hochschule für Musik, Theater und Medien Hannover",,,TRUE,
10.1002/pon.5826,"Hochschule für Musik, Theater und Medien Hannover","Department of Journalism and Communication Research Hanover University of Music, Drama and Media  Hanover Germany",Institut für Journalistik und Kommunikationsforschung,,TRUE,
10.3758/s13428-022-02048-3,"Hochschule für Musik, Theater und Medien Hannover","Hanover Music Lab, Hanover University of Music, Drama and Media, Neues Haus 1, 30175, Hannover, Germany. reinhard.kopiez@hmtm-hannover.de",Institut zur Früh-Förderung musikalisch Hochbegabter,,FALSE,Musikwissenschaftliches Institut
