doi;parent_name;raw_affiliation_string;fak_name;dept_name;validation;comment
10.1177/09734082241238087;Universität Vechta;Leif Mönter, Department of Geography Didactics, Competence Center for Regional Learning, VISTRA—Vechta Institute of Sustainability Transformation in Rural Areas, University of Vechta, Driverstraße, Germany;Fakultät II;Fach Geographie;True;
10.1371/journal.pone.0281354;Universität Vechta;Institute of Gerontology, University of Vechta, Vechta, Germany;Fakultät I;Fach Gerontologie;True;
10.1136/bmjdrc-2020-001707;Universität Vechta;Institute for Gerontology, University of Vechta, Vechta, Lower Saxony, Germany;Fakultät I;Fach Gerontologie;True;
10.1007/s12571-021-01245-w;Universität Vechta;Vechta Institute of Sustainability Transformation in Rural Areas (VISTRA), University of Vechta, Faculty II – Geography, Vechta, Germany;Fakultät II;Fach Geographie;True;
10.1093/geronb/gbad157;Universität Vechta;Institute of Gerontology, University of Vechta , Vechta , Germany;Fakultät I;Fach Gerontologie;True;
10.1016/j.tate.2024.104869;Universität Vechta;Faculty I, University of Vechta, Vechta, Germany;Fakultät I;;True;
10.3390/su12239858;Universität Vechta;Department of Education, Faculty of Education and Social Sciences, University of Vechta, Driverstraße 22, 49377 Vechta, Germany;Fakultät I;Fach Erziehungswissenschaften;True;
10.5007/1677-2954.2023.e95310;Universität Vechta;(University of Vechta/Germany);;;True;no faculty named
10.1080/13691457.2022.2161484;Universität Vechta;Faculty 1 (Bildungs- und Gesellschaftswissenschaften), University of Vechta, Vechta, Germany;Fakultät I;;True;
10.3197/whppp.63845494909740;Universität Vechta;University of Vechta, Faculty II;Fakultät II;;True;no faculty named
10.1007/s42010-020-00093-5;Universität Vechta;Universität Vechta, Driverstraße 22, 49377, Vechta, Germany;;;True;no faculty named
10.1007/s12187-022-09933-5;Universität Vechta;Faculty of Social Work, University of Vechta, Vechta, Germany;Fakultät I;Fach Soziale Arbeit;True;
10.1504/ijev.2020.105134;Universität Vechta;Chair of Business and Ethics, University of Vechta, Driverstraße 22, 49377 Vechta, Germany;Fakultät I;Fach Management sozialer Dienstleistungen;True;
10.1007/s11618-024-01270-3;Universität Vechta;Department of Educational Research, Primary Education, University of Vechta, Vechta, Germany;Fakultät I;Fach Erziehungswissenschaften;True;
10.19189/map.2021.apg.sta.2158;Universität Vechta;Georg-August-University Göttingen, Department of Crop Sciences - Grassland Science, Göttingen, Germany and University of Vechta, Geo-Lab, Vechta, Germany;Fakultät II;Fach Geographie;True;
10.1080/02615479.2023.2239833;Universität Vechta;Faculty II, University of Vechta, Vechta, Germany;Fakultät II;;True;no faculty named
10.1007/s10705-023-10317-6;Universität Vechta;Geo-Lab, University of Vechta, Vechta, Germany;Fakultät II;Fach Geographie;True;
