id,raw_affiliation_string,in_oal_missing,in_kb_missing,validation,comment
https://openalex.org/W4391303375,"Medizinisch Hochschule Hannover, Klinik für Hämatologie, Hämostaseologie, Onkologie und Stammzelltransplantation, Hannover, Germany",,Hochschule Hannover,FALSE,
https://openalex.org/W4404182960,Hochschule Hannover Fakultät III Expo Plaza 12 Hannover Deutschland,,Hochschule Hannover,TRUE,
https://openalex.org/W4410974218,40242 Hochschule Hannover Hochschule Hannover Fakultät V Blumhardtstr. 2 Hannover Deutschland,,Hochschule Hannover,TRUE,
https://openalex.org/W3202776518,"Medizinsche Hochschule Hannover, Klinik für Allgemein-, Viszeral- und Transplantationschirurgie",,Hochschule Hannover,FALSE,
https://openalex.org/W3115386779,"Department Plastic and Reconstructive Surgery, Medizinsche Hochschule Hannover, Carl-Neubergstr. 1, 30625 Hannover, Germany",Medizinische Hochschule Hannover (MHH),Hochschule Hannover,FALSE,"True for OpenAlex, false for KB"
https://openalex.org/W3206441429,"Medizinishe Hochschule, Hannover, Lower Saxony, Germany",,Hochschule Hannover,FALSE,
https://openalex.org/W4281695803,"Pneumologie, Hannover Hochschule, Hannover, Germany",,Hochschule Hannover,TRUE,
https://openalex.org/W4322012180,"18Department of Obstetrics and Gynecology, Dedizinische Hochschule Hannover, and AGO, Hannover, Germany",,Hochschule Hannover,FALSE,
https://openalex.org/W4293148648,Medzinische Hochschule Hannover Hannover,,Hochschule Hannover,FALSE,
https://openalex.org/W3040503700,"Private Practice of Radiation Oncology, Hannover, Germany. Stefan.janssen@UKSH.de",,Hochschule Hannover,FALSE,
https://openalex.org/W4403021926,"Theoretische Chemie, Universit&#x00E4;t Hannover, Hannover, Germany",,Hochschule Hannover,FALSE,
https://openalex.org/W4284701489,"Klinik für Kleintiere, Tierärztliche Hochschule Hanno-ver;",,Hochschule Hannover,FALSE,
https://openalex.org/W4321437811,"Private Practice of Radiation Oncology, Hannover, Germany. stefan.janssen@uksh.de",,Hochschule Hannover,FALSE,
https://openalex.org/W3043577809,"Medizinsiche Hochschule Hannover/HNO-Klinik, Deutsches Hörzentrum, Hannover",,Hochschule Hannover,FALSE,
https://openalex.org/W4290988071,"Faculty III/Mid-Research Group, Hochschule Hannover - University of Applied Sciences and Arts, Hannover, Expo Plaza 12, 30539, Hannover, Germany. sam.ibeneme@unn.edu.ng",,Hochschule Hannover,TRUE,
https://openalex.org/W3136658400,"CHochschule Hannover, DE, Hannover, Germany",,Hochschule Hannover,TRUE,
https://openalex.org/W4324136866,"Medizinisch Hochschule Hannover, Klinik für Hämatologie, Hämostaseologie, Onkologie und Stammzelltransplantation, Hannover, Germany",Medizinische Hochschule Hannover (MHH),Hochschule Hannover,FALSE,"True for OpenAlex, false for KB"
https://openalex.org/W3042441550,"Medizinsiche Hochschule Hannover, Hals-, Nasen-, und Ohrenheilkunde",,Hochschule Hannover,FALSE,
https://openalex.org/W4237388914,"Medizinsiche Hochschule Hannover, Toxikologie, Hannover",,Hochschule Hannover,FALSE,
https://openalex.org/W3042441550,"Medizinsiche Hochschule Hannover, Toxikologie",,Hochschule Hannover,FALSE,
https://openalex.org/W4392367422,"Klinik für Plastische, Hand- und Wiederherstellungschirurgie, Zentrum
                    für Schwerbrandverletzte, Mendizinische Hochschule Hannover, Hannover,
                    Germany",Medizinische Hochschule Hannover (MHH),Hochschule Hannover,FALSE,"True for OpenAlex, false for KB"
https://openalex.org/W4324136618,"Medizinisch Hochschule Hannover, Klinik für Hämatologie, Hämostaseologie, Onkologie und Stammzelltransplantation, Hannover, Germany",Medizinische Hochschule Hannover (MHH),Hochschule Hannover,FALSE,"True for OpenAlex, false for KB"
https://openalex.org/W4281695803,Pneumologie Hannover Hochschule  Hannover Germany,,Hochschule Hannover,FALSE,
https://openalex.org/W4391102648,"Medizinsche Hochschule Hannover, Klinik für Allgemein-, Viszeral- und Transplantationschirurgie, Hannover, Deutschland",Medizinische Hochschule Hannover (MHH),Hochschule Hannover,FALSE,"True for OpenAlex, false for KB"
https://openalex.org/W3133219054,"Deutsches HörZentrum Hannover der HNO-Klinik, Medizische Hochschule Hannover, Hannover, Germany",Medizinische Hochschule Hannover (MHH),Hochschule Hannover,FALSE,"True for OpenAlex, false for KB"
https://openalex.org/W4239322526,"Medizi-nische Hochschule Hannover, Hannover, Germany,",,Hochschule Hannover,FALSE,
https://openalex.org/W4206947201,"Medizinsiche Hochschule Hannover, Toxikologie, Hannover",,Hochschule Hannover,FALSE,
https://openalex.org/W4414614178,Hochschule FOM Hannover,,Hochschule Hannover,FALSE,
https://openalex.org/W4214627946,von der Hochschule Hannover kandidierte nicht erneut. Die KIBA wird sich erneut auf dem Stand der Verbän-de bei der Ausstellung auf dem Bibliothekartag 2020 in Hannover beteiligen und auf dem Forum der Verbände Vorträge anbieten. Auch die Verleihung des,,Hochschule Hannover,FALSE,I am not 100% sure as affiliation is not clearly mentioned 
https://openalex.org/W3091112622,"Institut für Wirtschaftspsychologie (iwp), FOM Hochschule, Hannover",,Hochschule Hannover,FALSE,
https://openalex.org/W4392301380,"Department of Orthopaedic Surgery, Gelenkchirugie Orthopädie Hannover, 30159, Germany. Electronic address: philipp.lobenhoffer@g-o-hannover.de",,Hochschule Hannover,FALSE,
https://openalex.org/W3197846685,"IUBH Internationale Hochschule, Hannover",,Hochschule Hannover,FALSE,
https://openalex.org/W4290636173,"Orthopaedic Department of the Mediznische Hochschule Hannover (MHH), Annastift, Hannover-Kleefeld, D-30625, Germany",Medizinische Hochschule Hannover (MHH),Hochschule Hannover,FALSE,"True for OpenAlex, false for KB"
https://openalex.org/W4387037100,"Department of Neurology, Medizinisher Hochschule Hannover, Hannover, Germany;",,Hochschule Hannover,FALSE,
