id,raw_affiliation_string,in_oal_missing,in_kb_missing,validation,comment
https://openalex.org/W4416643402,"Klinik für Gastroenterologie, CRH Klinikum, Hannover, Deutschland",Medizinische Hochschule Hannover (MHH),,FALSE,
https://openalex.org/W3082455558,"Hannover Med Sch, Hannover, Germany",Medizinische Hochschule Hannover (MHH),,TRUE,
https://openalex.org/W4200497634,"Department of Medical Informatics, Biometry and Epidemiology, Ruhr University Bochum; Chair of Geriatrics and Gerontology, University Medical Centre Eppendorf, Hamburg; Centre of Geriatrics and Gerontology, Albertinen-Haus, Hamburg; Institute for General Practice (ifam), Heinrich-Heine University Düsseldorf; Institute for General Practice, Hannover Medical School, Hannover; School of Public Health, University Bielefeld; Philipp Klee-Institute for Clinical Pharmacology, Helios University Hospital Wuppertal, Chair of Clinical Pharmacology, University Witten/Herdecke, Wuppertal; Institute for Biostatistics and Informatics in Medicine and Ageing, Rostock University Medical Center",Medizinische Hochschule Hannover (MHH),,TRUE,
https://openalex.org/W3134670996,Institute for Experimental Virology TWINCORE Centre for Experimental and Clinical Infection Research Medical School Hannover (MHH) – Helmholtz Centre for Infection Research (HZI)  Hannover Germany,Medizinische Hochschule Hannover (MHH),,FALSE,
https://openalex.org/W3085457927,"Diabetes Center for Children and Adolescents, Children's Hospital on the Bult, Hanover Medical School, Hanover, Germany",Medizinische Hochschule Hannover (MHH),,FALSE,
https://openalex.org/W4394646329,"11Department of Pediatrics, University Medical Center Hannover, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE," University Medical Center Hannover is a university hospital, it is not in the GERIT"
https://openalex.org/W3032678690,"Medical Practice for Radiotherapy and Radiation Oncology, Hanover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3007447793,"Medizinische Hochschule Hannover, Klinik für Rehabilitationsmedizin",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4389978592,"Hannover Unified Biobank, Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3118788323,"Klinik für Kardiologie und Angiologie, Medizinische Hochschule Hannover, Carl-Neuberg-Str. 1, 30625, Hannover, Deutschland. hilfiker.denise@mh-hannover.de",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4297464423,"Klinikum Braunschweig, Academic Hospital of Hannover Medical School, 30625 Braunschweig, Germany",,Medizinische Hochschule Hannover (MHH),FALSE, Academic Hospital of Hannover Medical School
https://openalex.org/W3144150256,"Department of Dermatology, Allergology and Venerology, Hannover Medical School, Hannover",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3209302925,"Department of Respiratory Medicine, Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4388075305,"1Hannover Medical School, Hannover/DE",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3214273973,"Department of Urology, Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4296529438,"Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3046339744,"Department of Anesthesiology and Intensive Care, Hannover Medical School, Hannover, Germany. Electronic address: dieck.thorben@mh-hannover.de",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4205385077,"Clinic for Renal and Hypertensive Diseases, Hannover Medical School, Hanover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3117714877,"Department of Rheumatology and Clinical Immunology, Medical University Hannover, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4205428249,"Clinic for Ophthalmology, Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4367323147,"Medical Practice for Radiotherapy and Radiation Oncology, 30161 Hannover, Germany",,Medizinische Hochschule Hannover (MHH),FALSE,
https://openalex.org/W2982009053,"Fakultät III, Dep. Information & Communication, Medical Information Management, Hochschule Hannover - University of Applied Sciences and Arts, Expo Plaza 12, 30539, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),FALSE,
https://openalex.org/W4294992053,"Institute for Healthcare Research and Technical Orthopedics, Medical University Hannover Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4396587694,"6Medizinische Hochschule Hannover, Hannover, Niedersachsen, Germany;",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3198213603,"Orthodontic practice, Luisenstraße 10/11, 30159, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),FALSE,
https://openalex.org/W3005469082,"Department of Human Genetics, Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4214895210,"Department of Gastroenterology, Hepatology, and Endocrinology, Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3135687927,"Department of Gastroenterology/GI Endoscopy, AKH Celle, Academic Teaching Hospital of Medizinische Hochschule, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4297065631,"Pädiatrische Neuroradiologie, Medizinische Hochschule Hannover, Hannover",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4310209595,"Hannover Medical School, Peter L. Reichertz Institute for Medical Informatics Karl-Wiechert-Allee 3, 30625 Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4200166635,"Department of Respiratory Medicine, Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4285731836,"Joint Practice for Hematology and Oncology, 30625 Hannover, Germany",,Medizinische Hochschule Hannover (MHH),FALSE,
https://openalex.org/W4220831085,"Department of Heart, Thoracic, Transplantation and Vascular Surgery Hannover Medical School Hannover Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4220741746,"Department of Respiratory Medicine, Hannover Medical School, Hannover, German Center for Lung Research (DZL), Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4405035415,"21Hannover Medical University, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3014770870,"Medical Practice for Radiotherapy and Radiation Oncology, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3202236395,"Department of Pediatric Hematology and Oncology, Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3082984648,"Immunodermatology and Experimental Allergology Unit, Department of Dermatology, Allergology, and Venereology, Medical University Hannover, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4403816638,"Accident Research, Medical University Hannover , Hannover,",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4386371716,"Medical Practice for Radiotherapy and Radiation Oncology, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3205737438,"Clinic for Pediatric Cardiology and Intensive Care, Hannover Medical school, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3128854102,"Division of Nephrology and Hypertension, Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3014634332,"Department of Cardiothoracic, Transplantation and Vascular Surgery, Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4205359871,"Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School , Hannover , Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4212811433,"Department of Diagnostic and Interventional Neuroradiology, Hannover Medical School, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4307495121,"Medical Practice for Radiotherapy and Radiation Oncology, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W4387233503,"Unit for Reproductive Medicine - Clinic for Horses, University of Veterinary Medicine Hannover, Hannover, Germany; Biostabilization Laboratory - Lower Saxony Centre for Biomedical Engineering, Implant Research and Development, University of Veterinary Medicine Hannover, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),FALSE,
https://openalex.org/W3021903668,1McGovern Medical School,,Medizinische Hochschule Hannover (MHH),FALSE,
https://openalex.org/W4281643186,"Department of Obstetrics and Gynecology, University Medical Center Hannover, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3202394476,"Biostabilization Laboratory - Lower Saxony Centre for Biomedical Engineering, Implant Research and Development, NIFE, Stadtfelddamm 34, 30625, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),FALSE,"MHH is one of the co-founders of Lower Saxony Centre for Biomedical Engineering, Implant Research and Development"
https://openalex.org/W3210678052,"Hannover Medical School, Clinic for Pediatric Kidney, Liver, and Metabolic Diseases, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3175852127,"Institute for Social Medicine, Epidemiology and Health Systems Research, Medical University Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3118788323,"Institut für Sportmedizin, Medizinische Hochschule Hannover, Hannover, Deutschland",,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3004179367,Division of Pediatric Hematology and Oncology Department of Pediatrics Universities of Medical University Hannover Hannover Germany,,Medizinische Hochschule Hannover (MHH),TRUE,
https://openalex.org/W3084151320,"Department for Psychiatry, Social Psychiatry and Psychotherapy, Medical University of Hannover, Hannover, Germany",,Medizinische Hochschule Hannover (MHH),TRUE,
