id,raw_affiliation_string,in_oal_missing,in_kb_missing
https://openalex.org/W4381736750,"Hildesheim, Deutschland",,Stiftung Universität Hildesheim
https://openalex.org/W3193353606,"AMEOS Clinical Centre for Psychiatry and Psychotherapy, 31135 Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W4377091561,"VAMED Rehazentrum Hildesheim GmbH, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W4405784354,"AMEOS Clinical Center Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W3015151465,"Hildesheim, Deutschland",,Stiftung Universität Hildesheim
https://openalex.org/W3147358223,"Hildesheim, Deutschland",,Stiftung Universität Hildesheim
https://openalex.org/W4284894972,"Rheumatology, Practice Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W3046036270,"Department of Information Science and Natural Language Processing, University of Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W3016846143,"Hildesheim, Deutschland",,Stiftung Universität Hildesheim
https://openalex.org/W4220953320,"Department of Otolaryngology, Helios Clinic Hildesheim, Hildesheim, Germany. markus.pietsch@helios-gesundheit.de",,Stiftung Universität Hildesheim
https://openalex.org/W3043617984,"Helios-Klinikum Hildesheim, HNO-Klinik, Hildesheim",,Stiftung Universität Hildesheim
https://openalex.org/W4387808676,"Department of Gynaecology, Gynäkologisch-Onkologische Praxis, Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W4379259746,"Department of Cardiology, Helios Klinikum Hildesheim, Senator-Braun-Allee 33, 31135, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W3013310366,"6Department of Gynaecology, Hospital Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W3168932487,"Gynecology Practice, Hildesheim, Germany;",,Stiftung Universität Hildesheim
https://openalex.org/W3205838761,"Institute of Pathology Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W4362457764,Clinic for Dermatology Venerology and Allergology Helios Klinikum Hildesheim  Hildesheim Germany,,Stiftung Universität Hildesheim
https://openalex.org/W4221086254,"Dept. of Gynecology, Helios Hospital Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W4401657410,"Institute of Pathology, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W3033636760,"Hildesheim , Germany ",,Stiftung Universität Hildesheim
https://openalex.org/W3126785143,"Grauman -doctor of pedagogical sciences, professor (Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W3016148757,"Hildesheim, Deutschland",,Stiftung Universität Hildesheim
https://openalex.org/W4282968407,"Department of Neurosurgery, Helios Klinikum Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W3213363949,HildesheimDeutschland,,Stiftung Universität Hildesheim
https://openalex.org/W4388600404,"Helios Clinic Hildesheim, Department of Cardiology, Angiology and Electrophysiology , Hildesheim , Germany",,Stiftung Universität Hildesheim
https://openalex.org/W4306778964,"Institute for Information Science and Language Technology, University of Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W4416729553,"Hochschule für angewandte Wissenschaft und Kunst Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W3169931423,"University of Applied Sciences and Arts Hildesheim, Faculty of Social Work and Health, Germany. Electronic address: elisabeth.adelt@posteo.de",,Stiftung Universität Hildesheim
https://openalex.org/W4236999124,Hildesheim Sachsen,,Stiftung Universität Hildesheim
https://openalex.org/W4221086254,"Institute of Pathology Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W3015205583,"Hildesheim, Deutschland",,Stiftung Universität Hildesheim
https://openalex.org/W4388047790,"HELIOS Hospital Hildesheim, Hildesheim, Lower Saxony, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W3154282415,"Praxis für Rheumatologie und Osteologie, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W4379798947,"Bad Nauheim, Giessen, Germany;",,Stiftung Universität Hildesheim
https://openalex.org/W3052948254,"Department of Cardiology, HELIOS Hospital Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W4416729568,"Hochschule für angewandte Wissenschaft und Kunst Hildesheim, Hildesheim, Germany",,Stiftung Universität Hildesheim
https://openalex.org/W4229377465,"Hildesheim, Deutschland",,Stiftung Universität Hildesheim
