doi,parent_name,raw_affiliation_string,fak_name,dept_name,validation,comment
10.1016/j.amjcard.2020.09.015,Universitätsmedizin Göttingen,"Clinic for Nephrology and Rheumatology, Göttingen University Hospital, Göttingen, Germany",Klinik für Nephrologie und Rheumatologie,,True,
10.1186/s12893-022-01648-2,Universitätsmedizin Göttingen,"Department of Medical Statistics, University Medical Center Goettingen, Goettingen, Germany",Institut für Medizinische Statistik,,True,
10.13109/zptm.2023.69.1.76,Universitätsmedizin Göttingen,Department of Psychosomatic Medicine and Psychotherapy University of Göttingen Germany,Klinik für Psychosomatische Medizin und Psychotherapie,,True,
10.3390/jcm11092506,Universitätsmedizin Göttingen,"Pain Clinic, Department of Anesthesiology, Universitätsmedizin Göttingen, 37075 Göttingen, Germany",Klinik für Anästhesiologie,,True,
10.1371/journal.pone.0248933,Universitätsmedizin Göttingen,"Department of Cardiology and Pneumology, University Medicine Göttingen, Göttingen, Germany",Herzzentrum Göttingen,,True,
10.3389/fpsyt.2022.945549,Universitätsmedizin Göttingen,"Department of Neurology, University Medical Center Göttingen, Göttingen, Germany",Klinik für Neurologie,,True,
10.1002/eat.23276,Universitätsmedizin Göttingen,"Department of Clinical Psychology and Psychotherapy, University of Goettingen, Goettingen, Germany",,,False,belongs to GAU
10.1038/s41594-021-00637-y,Universitätsmedizin Göttingen,"Department of Cellular Biochemistry, University Medical Center Göttingen, Göttingen, Germany. hauke.hillen@med.uni-goettingen.de",Zentrum Biochemie und Molekulare Zellbiologie,,True,
10.4330/wjc.v14.i4.190,Universitätsmedizin Göttingen,"Department of Cardiology and Pneumology, University Medical Center, Göttingen 37075, Germany",Herzzentrum Göttingen,,True,
10.3389/fcvm.2024.1398114,Universitätsmedizin Göttingen,"Department of Medical Bioinformatics, University Medical Center Goettingen, Goettingen, Germany",Institut für Medizinische Bioinformatik,,True,
10.1007/s00129-020-04569-4,Universitätsmedizin Göttingen,"Klinik für Gynäkologie und Geburtshilfe, Georg-August-Universität Göttingen, Göttingen, Deutschland",Klinik für Geburtshilfe und Gynäkologie,,True,
10.1364/boe.389408,Universitätsmedizin Göttingen,"Center for Biostructural Imaging of Neurodegeneration, University Medical Center Goettingen, Von-Siebold-Straße 3a, 37075 Goettingen, Germany",Abteilung Experimentelle Neurodegeneration,,False,Center for Biostructural Imaging of Neurodegeneration
10.1007/s12181-020-00433-w,Universitätsmedizin Göttingen,"Herzzentrum, Klinik für Kardiologie und Pneumologie, Universitätsmedizin Göttingen, Göttingen, Deutschland",Herzzentrum Göttingen,,True,
10.3389/fcell.2023.1178992,Universitätsmedizin Göttingen,"Clinic of Neurology, University Medical Center Göttingen, Göttingen, Germany",Klinik für Neurologie,,True,
10.1200/jco.2023.41.16_suppl.3551,Universitätsmedizin Göttingen,"University Hospital Goettingen, Göttingen, Germany",,,True,no faculty named
10.1093/hmg/ddae023,Universitätsmedizin Göttingen,"University Medical Center Göttingen Department of Cellular Biochemistry, , Humboldtallee 23, 37073 Göttingen, Germany",Zentrum Biochemie und Molekulare Zellbiologie,,True,
10.1111/ddg.15050,Universitätsmedizin Göttingen,Lower Saxony Institute of Occupational Dermatology University of Göttingen  Göttingen Germany,"Klinik für Dermatologie, Venerologie und Allergologie",,?,
10.1111/liv.14682,Universitätsmedizin Göttingen,"Department of General, Visceral, and Pediatric Surgery University Medical Center Goettingen Goettingen Germany","Klinik für Allgemein-, Viszeral- und Kinderchirurgie",,True,
10.1093/ageing/afae052,Universitätsmedizin Göttingen,"Department of Cardiology and Pneumology, University Medicine Göttingen (UMG) , Göttingen , Germany",Herzzentrum Göttingen,,True,
10.21037/tlcr-19-339,Universitätsmedizin Göttingen,"Department of Hematology and Medical Oncology, University Medical Center Göttingen, Göttingen, Germany",Klinik für Hämatologie und Medizinische Onkologie,,True,
