doi,parent_name,raw_affiliation_string,fak_name,dept_name,validation,comment
10.1177/1759720x20964139,HAWK Hochschule für angewandte Wissenschaft und Kunst,"University of Applied Sciences and Arts Hildesheim/Holzminden/Gottingen, Hildesheim, Niedersachsen, Germany",,,TRUE,
10.1016/j.sab.2022.106595,HAWK Hochschule für angewandte Wissenschaft und Kunst,"University of Applied Sciences and Arts, Faculty of Engineering and Health, 37085 Göttingen, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.1055/a-1719-3801,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Hochschule für angewandte Wissenschaft und Kunst
                    Hildesheim/Holzminden/Göttingen",,,TRUE,
10.1016/j.palaeo.2021.110276,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Resource Management, HAWK University of Applied Sciences and Arts, Büsgenweg 1a, 37077 Göttingen, Germany",Fakultät Ressourcenmanagement,,TRUE,
10.1007/s00484-024-02617-5,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Resource Management, HAWK University of Applied Sciences and Arts, Göttingen, Germany. helge.walentowski@hawk.de",Fakultät Ressourcenmanagement,,TRUE,
10.1007/s00482-022-00689-z,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Fakultät für Soziale Arbeit und Gesundheit, HAWK: Hochschule für angewandte Wissenschaft und Kunst Hildesheim, Hildesheim, Deutschland",Fakultät soziale Arbeit und Gesundheit,,TRUE,
10.1364/ome.393844,HAWK Hochschule für angewandte Wissenschaft und Kunst,"University of Applied Sciences and Arts, Von-Ossietzky-Straße 99, 37085 Göttingen, Germany",,,TRUE,
10.1007/s00482-024-00850-w,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Fakultät Soziale Arbeit und Gesundheit, Hochschule für angewandte Wissenschaft und Kunst Hildesheim/Holzminden/Göttingen, Hildesheim, Deutschland",Fakultät soziale Arbeit und Gesundheit,,TRUE,
10.1016/j.orthtr.2024.02.001,HAWK Hochschule für angewandte Wissenschaft und Kunst,"HAWK University of Applied Sciences and Arts, Göttingen, Deutschland",,,TRUE,
10.2478/rtuect-2021-0027,HAWK Hochschule für angewandte Wissenschaft und Kunst,"HAWK Hildesheim/Holzminden/Göttingen University of Applied Sciences and Arts , Rudolf-Diesel-Straße 12, 37075 , Göttingen , Germany",,,TRUE,
10.1177/1545968321999064,HAWK Hochschule für angewandte Wissenschaft und Kunst,"University of Applied Sciences and Arts Hildesheim/Holzminden/Goettingen, Faculty of Social Work and Health, Hildesheim, Germany",Fakultät soziale Arbeit und Gesundheit,,TRUE,
10.1007/s11553-020-00784-y,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Fakultät für Soziale Arbeit und Gesundheit, Hochschule für angewandte Wissenschaft und Kunst (HAWK), Hildesheim/Holzminden/Göttingen, Deutschland",Fakultät soziale Arbeit und Gesundheit,,TRUE,
10.1038/s41467-020-16837-x,HAWK Hochschule für angewandte Wissenschaft und Kunst,"University of Applied Sciences and Arts Hildesheim/Holzminden/Goettingen (HAWK), Von-Ossietzky-Straße 99, 37085, Göttingen, Germany. christoph.russmann@hawk.de",,,TRUE,
10.3390/f11030357,HAWK Hochschule für angewandte Wissenschaft und Kunst,"University of Applied Sciences and Arts, Faculty of Resource Mananagement, Büsgenweg 1a, 37077 Göttingen, Germany",Fakultät Ressourcenmanagement,,TRUE,
10.1055/a-1447-2170,HAWK Hochschule für angewandte Wissenschaft und Kunst,"ELP, Hochschule für angewandte Wissenschaft und Kunst Hildesheim/Holzminden/Göttingen, Hildesheim, Germany",,,TRUE,
10.1055/a-1110-2096,HAWK Hochschule für angewandte Wissenschaft und Kunst,"HAWK Hochschule für angewandte Wissenschaft und Kunst, Fakultät Soziale Arbeit und Gesundheit, Bachelor- und Masterstudiengang Ergotherapie, Logopädie und Physiotherapie, Hildesheim, Deutschland",Fakultät soziale Arbeit und Gesundheit,,TRUE,
10.1038/s41591-023-02263-1,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Health Campus Goettingen, University of Applied Sciences and Arts, Goettingen, Lower Saxony, Germany. christoph.russmann@hawk.de",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.1365/s41056-023-00067-5,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Department for Real Estate Economics, Faculty of Management, HAWK University of Applied Sciences and Arts, Haarmannplatz 3, 37603, Holzminden, Germany",Fakultät Ressourcenmanagement,,FALSE,"Should be Fakultät Management, Soziale Arbeit, Bauen"
10.1002/ijop.12721,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Social Work and Health, University of Applied Sciences and Arts, Hildesheim, Germany",Fakultät soziale Arbeit und Gesundheit,,TRUE,
10.1055/s-0042-1754095,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Hochschule für Angewandte Wissenschaft und Kunst Hildesheim,
                    Therapieforschung Ergo-, Logo- und Physiotherapie, Hildesheim,
                    Deutschland",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.3390/soc14020015,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Management, Social Work, Construction, University of Applied Sciences and Arts, 37603 Holzminden, Germany",Fakultät Ressourcenmanagement,,FALSE,"Should be Fakultät Management, Soziale Arbeit, Bauen"
10.1080/18680860.2022.2060000,HAWK Hochschule für angewandte Wissenschaft und Kunst,"University of Applied Sciences and Arts, Hildesheim, Germany",,,TRUE,
10.54364/aaiml.2024.41114,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Engineering and Health, HAWK University of Applied Sciences and Arts, Göttingen, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.3389/fcomm.2023.1176473,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Health Campus Göttingen, Faculty of Engineering and Health, HAWK Hildesheim/Holzminden/Göttingen, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.1055/s-0043-1777960,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Hochschule für angewandte Wissenschaft und Kunst Hildesheim, Hildesheim, Germany",,,TRUE,
10.1159/000505195,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Department of Sciences and Technology, HAWK University of Applied Sciences and Arts, Göttingen, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.1055/a-1847-2825,HAWK Hochschule für angewandte Wissenschaft und Kunst,HAWK – Hochschule für angewandte Wissenschaft und Kunst Hildesheim/Holzminden/Göttingen,,,TRUE,
10.12968/jowc.2021.30.11.904,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Application Center for Plasma and Photonic, Fraunhofer Institute for Surface Engineering and Thin Films IST, Goettingen, Germany; Department of Sciences and Technology, University of Applied Sciences and Arts, Goettingen, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.3390/foods12051113,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty Engineering and Health, University of Applied Sciences and Arts, 37085 Göttingen, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.1136/bmjoq-2022-002025,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Engineering and Health, HAWK University of Applied Sciences and Arts, Göttingen, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.1016/j.quascirev.2021.107291,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Resource Management, HAWK University of Applied Sciences and Arts, Büsgenweg 1a, 37077, Göttingen, Germany",Fakultät Ressourcenmanagement,,TRUE,
10.1057/s41271-024-00509-x,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Department of Human-Centred Technological Development, Institute of Computer Science, Ruhr West University of Applied Sciences, Campus Bottrop, Germany. sabahat.oelcer@med.uni-goettingen.de",,,TRUE,
10.1007/s11548-024-03184-1,HAWK Hochschule für angewandte Wissenschaft und Kunst,"University of Applied Sciences and Arts Hildesheim/Holzminden/Göttingen, Göttingen, Germany",,,TRUE,
10.1016/j.gaitpost.2024.02.013,HAWK Hochschule für angewandte Wissenschaft und Kunst,"HAWK University of Applied Sciences and Arts, Faculty of Engineering and Health Göttingen, Annastr 25, Göttingen 37075, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.1080/11038128.2022.2046153,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Social Work and Health, HAWK University of Applied Sciences and Arts, Hildesheim, Germany",Fakultät soziale Arbeit und Gesundheit,,TRUE,
10.3390/ijpb15040094,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Resource Management, HAWK University of Applied Sciences and Arts, 37075 Göttingen, Germany",Fakultät Ressourcenmanagement,,TRUE,
10.1088/1361-6463/ad572e,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Engineering and Health, HAWK University of Applied Sciences and Arts Hildesheim/Holzminden/Göttingen, Göttingen, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.3390/f11040416,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Resource Management, University of Applied Sciences and Arts, Büsgenweg 1a, 37077 Göttingen, Germany",Fakultät Ressourcenmanagement,,TRUE,
10.3390/ma13204673,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Laboratory of Laser and Plasma Technologies, University of Applied Sciences and Arts, Von-Ossietzky-Str. 99, 37085 Göttingen, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,Abteilung für Laser- und Plasmatechnologie
10.1111/nph.19276,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Resource Management, HAWK University of Applied Sciences and Arts, 37077 Goettingen, Germany",Fakultät Ressourcenmanagement,,TRUE,
10.1007/s11548-024-03184-1,HAWK Hochschule für angewandte Wissenschaft und Kunst,"University of Applied Sciences and Arts Hildesheim/Holzminden/Göttingen, Göttingen, Germany",,,TRUE,
10.1055/a-1078-8700,HAWK Hochschule für angewandte Wissenschaft und Kunst,"HAWK Hochschule für angewandte Wissenschaft und Kunst, Fakultät Soziale Arbeit und Gesundheit, Hildesheim",Fakultät soziale Arbeit und Gesundheit,,TRUE,
10.1186/s43238-020-00011-9,HAWK Hochschule für angewandte Wissenschaft und Kunst,"HAWK University of Applied Sciences and Art, Hildesheim, Germany",,,TRUE,
10.1016/j.apsusc.2020.147984,HAWK Hochschule für angewandte Wissenschaft und Kunst,"University of Applied Sciences and Arts, Faculty of Engineering and Health, 37085 Göttingen, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
10.3390/ma14164401,HAWK Hochschule für angewandte Wissenschaft und Kunst,"Faculty of Engineering and Health, University of Applied Sciences and Arts, Von-Ossietzky-Straße 99, 37085 Göttingen, Germany",Fakultät Ingenieurwissenschaften und Gesundheit,,TRUE,
