id,publication_year,in_oal_missing
https://openalex.org/W2952256195,2020,{None}
https://openalex.org/W2952314392,2024,{None}
https://openalex.org/W2952400654,2021,set()
https://openalex.org/W2952527540,2021,set()
https://openalex.org/W2952672134,2020,set()
https://openalex.org/W2953240541,2020,{'Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung (DPZ)'}
https://openalex.org/W2953365372,2020,{None}
https://openalex.org/W2953684195,2020,set()
https://openalex.org/W2953843724,2021,set()
https://openalex.org/W2954516865,2021,{'Fachhochschule für die Wirtschaft Hannover (FHDW)'}
https://openalex.org/W2954545836,2020,{None}
https://openalex.org/W2954992763,2020,set()
https://openalex.org/W2955097103,2020,set()
https://openalex.org/W2955237666,2020,set()
https://openalex.org/W2955514742,2021,{None}
https://openalex.org/W2955567384,2020,set()
https://openalex.org/W2955663135,2020,set()
https://openalex.org/W2955762107,2021,set()
https://openalex.org/W2956073871,2022,set()
https://openalex.org/W2956102666,2020,set()
https://openalex.org/W2956240439,2020,set()
https://openalex.org/W2956742187,2020,set()
https://openalex.org/W2957406526,2020,set()
https://openalex.org/W2957416722,2020,{None}
https://openalex.org/W2958331885,2021,set()
https://openalex.org/W2958824078,2020,{None}
https://openalex.org/W2959616925,2024,{None}
https://openalex.org/W2960092344,2020,set()
https://openalex.org/W2960162579,2020,set()
https://openalex.org/W2960834159,2020,set()
https://openalex.org/W2961499470,2020,{None}
https://openalex.org/W2962469626,2020,set()
https://openalex.org/W2963002078,2022,set()
https://openalex.org/W2963826586,2020,set()
https://openalex.org/W2963906265,2021,set()
https://openalex.org/W2963953224,2020,{'Universität Osnabrück'}
https://openalex.org/W2964157004,2020,set()
https://openalex.org/W2964201912,2020,set()
https://openalex.org/W2964709768,2020,set()
https://openalex.org/W2965215715,2020,{None}
https://openalex.org/W2965678148,2020,set()
https://openalex.org/W2965732554,2020,set()
https://openalex.org/W2965988355,2020,{None}
https://openalex.org/W2966071252,2020,{None}
https://openalex.org/W2966243630,2020,set()
https://openalex.org/W2966560678,2020,{None}
https://openalex.org/W2966628596,2020,set()
https://openalex.org/W2966870875,2020,set()
https://openalex.org/W2967269324,2020,{None}
https://openalex.org/W2967384380,2020,set()
https://openalex.org/W2967830661,2020,set()
https://openalex.org/W2967965553,2021,set()
https://openalex.org/W2968707180,2021,set()
https://openalex.org/W2968761715,2020,set()
https://openalex.org/W2969278745,2020,{None}
https://openalex.org/W2969338040,2020,{None}
https://openalex.org/W2969452854,2020,{None}
https://openalex.org/W2969503371,2020,{None}
https://openalex.org/W2969521010,2020,{None}
https://openalex.org/W2969685751,2020,set()
https://openalex.org/W2969832099,2020,set()
https://openalex.org/W2969847789,2020,{None}
https://openalex.org/W2970104111,2020,set()
https://openalex.org/W2970274417,2020,set()
https://openalex.org/W2970379314,2020,set()
https://openalex.org/W2970770843,2020,set()
https://openalex.org/W2971065724,2020,{None}
https://openalex.org/W2971151444,2020,{None}
https://openalex.org/W2971598144,2022,set()
https://openalex.org/W2971605770,2024,set()
https://openalex.org/W2971630190,2020,set()
https://openalex.org/W2971640624,2020,{None}
https://openalex.org/W2971767324,2020,set()
https://openalex.org/W2971860418,2021,set()
https://openalex.org/W2971861388,2020,set()
https://openalex.org/W2972078015,2020,set()
https://openalex.org/W2972165807,2020,{None}
https://openalex.org/W2972289367,2020,set()
https://openalex.org/W2972311945,2020,set()
https://openalex.org/W2972381239,2021,{None}
https://openalex.org/W2972425606,2023,{None}
https://openalex.org/W2972437656,2020,"{'Johann Heinrich von Thünen-Institut - Bundesforschungsinstitut für Ländliche Räume, Wald und Fischerei'}"
https://openalex.org/W2972599699,2020,set()
https://openalex.org/W2972637360,2020,{None}
https://openalex.org/W2972655345,2020,set()
https://openalex.org/W2972690070,2020,{None}
https://openalex.org/W2972972696,2020,{'Medizinische Hochschule Hannover (MHH)'}
https://openalex.org/W2973035586,2020,{None}
https://openalex.org/W2973066219,2024,set()
https://openalex.org/W2973418080,2020,{None}
https://openalex.org/W2973434790,2020,set()
https://openalex.org/W2973436200,2020,{None}
https://openalex.org/W2973475372,2020,set()
https://openalex.org/W2973699040,2020,{None}
https://openalex.org/W2974023226,2020,set()
https://openalex.org/W2974162596,2020,set()
https://openalex.org/W2974181993,2020,{None}
https://openalex.org/W2974427135,2020,set()
https://openalex.org/W2974628295,2021,set()
https://openalex.org/W2974679971,2020,{None}
https://openalex.org/W2974820491,2020,set()
https://openalex.org/W2975038896,2020,set()
https://openalex.org/W2975083939,2020,{None}
https://openalex.org/W2975147645,2020,{None}
https://openalex.org/W2975265673,2020,set()
https://openalex.org/W2975802096,2020,set()
https://openalex.org/W2976376835,2020,{None}
https://openalex.org/W2977549697,2020,{None}
https://openalex.org/W2977664612,2020,set()
https://openalex.org/W2977830125,2020,{None}
https://openalex.org/W2978179386,2020,set()
https://openalex.org/W2978214882,2023,{None}
https://openalex.org/W2978291699,2020,set()
https://openalex.org/W2978614672,2020,{None}
https://openalex.org/W2978864822,2022,set()
https://openalex.org/W2978926913,2021,set()
https://openalex.org/W2979022444,2020,set()
https://openalex.org/W2979310441,2020,set()
https://openalex.org/W2979422873,2020,{None}
https://openalex.org/W2979565550,2020,set()
https://openalex.org/W2979589030,2023,set()
https://openalex.org/W2979615888,2020,set()
https://openalex.org/W2979653407,2020,{None}
https://openalex.org/W2979667219,2020,{None}
https://openalex.org/W2979861638,2020,set()
https://openalex.org/W2979888215,2020,set()
https://openalex.org/W2979897864,2021,set()
https://openalex.org/W2979925231,2020,set()
https://openalex.org/W2979932679,2020,set()
https://openalex.org/W2979958158,2022,set()
https://openalex.org/W2980148489,2020,set()
https://openalex.org/W2980221868,2020,{None}
https://openalex.org/W2980254036,2020,set()
https://openalex.org/W2980255512,2020,set()
https://openalex.org/W2980416961,2021,set()
https://openalex.org/W2980432777,2021,set()
https://openalex.org/W2980486707,2020,set()
https://openalex.org/W2980650418,2020,{None}
https://openalex.org/W2980782711,2020,set()
https://openalex.org/W2980889789,2020,set()
https://openalex.org/W2980935972,2020,set()
https://openalex.org/W2980941706,2020,set()
https://openalex.org/W2980945094,2020,{'Carl von Ossietzky Universität Oldenburg'}
https://openalex.org/W2980956909,2020,set()
https://openalex.org/W2980971501,2021,set()
https://openalex.org/W2981028646,2020,set()
https://openalex.org/W2981130193,2020,set()
https://openalex.org/W2981134381,2020,set()
https://openalex.org/W2981167669,2020,set()
https://openalex.org/W2981259927,2020,set()
https://openalex.org/W2981275733,2020,set()
https://openalex.org/W2981346539,2020,set()
https://openalex.org/W2981457903,2020,set()
https://openalex.org/W2981571135,2020,set()
https://openalex.org/W2981617219,2020,set()
https://openalex.org/W2981706805,2020,set()
https://openalex.org/W2981748903,2020,set()
https://openalex.org/W2982009053,2020,{None}
https://openalex.org/W2982021416,2020,set()
https://openalex.org/W2982037413,2020,{None}
https://openalex.org/W2982180992,2020,set()
https://openalex.org/W2982202141,2020,set()
https://openalex.org/W2982488032,2022,set()
https://openalex.org/W2982542118,2022,{'Leuphana Universität Lüneburg'}
https://openalex.org/W2982581697,2020,{None}
https://openalex.org/W2982752346,2020,{None}
https://openalex.org/W2982876895,2021,set()
https://openalex.org/W2983171459,2020,set()
https://openalex.org/W2983431491,2020,set()
https://openalex.org/W2983919545,2020,{None}
https://openalex.org/W2984032218,2020,set()
https://openalex.org/W2984088445,2020,set()
https://openalex.org/W2984551954,2020,{None}
https://openalex.org/W2984729048,2020,set()
https://openalex.org/W2984953101,2020,set()
https://openalex.org/W2985164418,2020,set()
https://openalex.org/W2985380925,2020,{None}
https://openalex.org/W2985755981,2020,set()
https://openalex.org/W2986151175,2020,set()
https://openalex.org/W2986182464,2022,set()
https://openalex.org/W2986603210,2020,set()
https://openalex.org/W2986812661,2020,set()
https://openalex.org/W2987092588,2020,set()
https://openalex.org/W2987237998,2020,{None}
https://openalex.org/W2987640946,2020,{None}
https://openalex.org/W2987847176,2020,set()
https://openalex.org/W2988271954,2020,set()
https://openalex.org/W2988345418,2020,set()
https://openalex.org/W2988478937,2020,set()
https://openalex.org/W2988602125,2020,{None}
https://openalex.org/W2988721461,2020,set()
https://openalex.org/W2988745329,2020,set()
https://openalex.org/W2989346241,2021,{None}
https://openalex.org/W2989612531,2020,set()
https://openalex.org/W2989811124,2020,set()
https://openalex.org/W2989847607,2020,set()
https://openalex.org/W2989910777,2020,{None}
https://openalex.org/W2989915772,2020,set()
https://openalex.org/W2989966852,2020,set()
https://openalex.org/W2990021003,2020,{'Bundesanstalt für Geowissenschaften und Rohstoffe (BGR)'}
https://openalex.org/W2990086045,2020,set()
https://openalex.org/W2990090681,2020,set()
https://openalex.org/W2990219718,2020,set()
https://openalex.org/W2990278712,2020,set()
https://openalex.org/W2990388851,2020,set()
https://openalex.org/W2990452979,2020,set()
https://openalex.org/W2990606132,2023,set()
https://openalex.org/W2990845791,2020,set()
https://openalex.org/W2990847532,2020,set()
https://openalex.org/W2990911262,2020,{None}
https://openalex.org/W2991014618,2020,set()
https://openalex.org/W2991066348,2020,{None}
https://openalex.org/W2991107648,2020,set()
https://openalex.org/W2991193956,2020,set()
https://openalex.org/W2991226426,2020,set()
https://openalex.org/W2991375637,2021,{None}
https://openalex.org/W2991429460,2020,{None}
https://openalex.org/W2991472850,2020,set()
https://openalex.org/W2991717323,2020,{None}
https://openalex.org/W2991765611,2022,set()
https://openalex.org/W2991991404,2020,set()
https://openalex.org/W2992282728,2022,{'Georg-August-Universität Göttingen'}
https://openalex.org/W2992548756,2020,{None}
https://openalex.org/W2992713513,2020,{'Hochschule Osnabrück'}
https://openalex.org/W2992918841,2020,set()
https://openalex.org/W2993107101,2020,set()
https://openalex.org/W2993116133,2020,set()
https://openalex.org/W2993180841,2020,set()
https://openalex.org/W2993185801,2020,{None}
https://openalex.org/W2993198390,2020,{None}
https://openalex.org/W2993450409,2021,{'Gottfried Wilhelm Leibniz Universität Hannover'}
https://openalex.org/W2993586168,2020,set()
https://openalex.org/W2993600387,2020,set()
https://openalex.org/W2993654574,2020,{None}
https://openalex.org/W2993825220,2020,set()
https://openalex.org/W2994176602,2020,{None}
https://openalex.org/W2994295754,2020,set()
https://openalex.org/W2994393844,2020,{None}
https://openalex.org/W2994516867,2020,{None}
https://openalex.org/W2994517173,2022,{None}
https://openalex.org/W2994632629,2020,set()
https://openalex.org/W2994719273,2021,{None}
https://openalex.org/W2994748066,2020,set()
https://openalex.org/W2994750333,2020,{'Gottfried Wilhelm Leibniz Universität Hannover'}
https://openalex.org/W2994804089,2020,set()
https://openalex.org/W2994847485,2020,{None}
https://openalex.org/W2994905239,2020,{None}
https://openalex.org/W2994952682,2020,{None}
https://openalex.org/W2994975924,2020,{None}
https://openalex.org/W2995240480,2020,{None}
https://openalex.org/W2995348858,2020,set()
https://openalex.org/W2995351523,2020,set()
https://openalex.org/W2995416933,2020,set()
https://openalex.org/W2995425743,2020,set()
https://openalex.org/W2995490716,2020,{'Carl von Ossietzky Universität Oldenburg'}
https://openalex.org/W2995529255,2020,set()
https://openalex.org/W2995555203,2020,set()
https://openalex.org/W2995578701,2020,{None}
https://openalex.org/W2995615672,2020,set()
https://openalex.org/W2995770315,2020,set()
https://openalex.org/W2995973099,2020,set()
https://openalex.org/W2995981938,2022,set()
https://openalex.org/W2996189182,2020,set()
https://openalex.org/W2996270956,2020,{None}
https://openalex.org/W2996303657,2020,set()
https://openalex.org/W2996362743,2020,set()
https://openalex.org/W2996364120,2020,set()
https://openalex.org/W2996559915,2020,set()
https://openalex.org/W2996570594,2020,set()
https://openalex.org/W2996584869,2020,{None}
https://openalex.org/W2996645849,2020,set()
https://openalex.org/W2996688826,2020,{None}
https://openalex.org/W2996755496,2020,{'Gesellschaft für wissenschaftliche Datenverarbeitung mbH Göttingen (GWDG)'}
https://openalex.org/W2996762233,2021,{None}
https://openalex.org/W2996784760,2020,set()
https://openalex.org/W2996785649,2020,set()
https://openalex.org/W2996789988,2020,set()
https://openalex.org/W2996791241,2020,set()
https://openalex.org/W2996832894,2020,set()
https://openalex.org/W2996854327,2020,set()
https://openalex.org/W2996916852,2020,set()
https://openalex.org/W2996919918,2020,set()
https://openalex.org/W2996930462,2020,set()
https://openalex.org/W2996935631,2020,set()
https://openalex.org/W2996953781,2020,set()
https://openalex.org/W2996981933,2020,set()
https://openalex.org/W2996991945,2020,set()
https://openalex.org/W2996996939,2020,set()
https://openalex.org/W2997003827,2020,{'Institut für Vogelforschung - Vogelwarte Helgoland (IfV)'}
https://openalex.org/W2997044668,2020,set()
https://openalex.org/W2997053276,2020,set()
https://openalex.org/W2997090180,2020,set()
https://openalex.org/W2997153441,2020,set()
https://openalex.org/W2997158905,2020,{None}
https://openalex.org/W2997165775,2020,set()
https://openalex.org/W2997209999,2020,set()
https://openalex.org/W2997218618,2020,set()
https://openalex.org/W2997223632,2020,set()
https://openalex.org/W2997225523,2020,set()
https://openalex.org/W2997281564,2022,set()
https://openalex.org/W2997290229,2020,set()
https://openalex.org/W2997298078,2020,{None}
https://openalex.org/W2997307076,2020,set()
https://openalex.org/W2997312561,2020,set()
https://openalex.org/W2997344273,2020,set()
https://openalex.org/W2997375225,2020,set()
https://openalex.org/W2997398790,2020,"{'Johann Heinrich von Thünen-Institut - Bundesforschungsinstitut für Ländliche Räume, Wald und Fischerei'}"
https://openalex.org/W2997453996,2020,set()
https://openalex.org/W2997469425,2020,set()
https://openalex.org/W2997471363,2020,set()
https://openalex.org/W2997493614,2020,set()
https://openalex.org/W2997500509,2020,set()
https://openalex.org/W2997502107,2020,set()
https://openalex.org/W2997513295,2020,set()
https://openalex.org/W2997526712,2020,set()
https://openalex.org/W2997539956,2020,set()
https://openalex.org/W2997544971,2020,set()
https://openalex.org/W2997550633,2020,set()
https://openalex.org/W2997552274,2020,set()
https://openalex.org/W2997593273,2020,set()
https://openalex.org/W2997630258,2020,set()
https://openalex.org/W2997632224,2020,set()
https://openalex.org/W2997643376,2020,set()
https://openalex.org/W2997720498,2020,set()
https://openalex.org/W2997739369,2020,set()
https://openalex.org/W2997743867,2020,{None}
https://openalex.org/W2997789445,2020,{None}
https://openalex.org/W2997822790,2020,set()
https://openalex.org/W2997883207,2020,set()
https://openalex.org/W2997894264,2020,{None}
